Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida parapsilosis,USA,Unknown,Blood culture,2017,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Blood culture,2017,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Blood culture,2017,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Fluconazole,Susceptible
Candida albicans,New Zealand,Unknown,Blood culture,2017,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Blood culture,2017,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Blood culture,2017,Fluconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Micafungin,Susceptible
Candida tropicalis,New Zealand,Unknown,Blood culture,2017,Caspofungin,Susceptible
Candida tropicalis,New Zealand,Unknown,Blood culture,2017,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Fluconazole,Susceptible
Candida glabrata,New Zealand,Unknown,Aspirate,2017,Anidulafungin,Susceptible
Candida glabrata,New Zealand,Unknown,Aspirate,2017,Fluconazole,Intermediate
Candida glabrata,New Zealand,Unknown,Aspirate,2017,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Fluconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Aspirate,2017,Micafungin,Susceptible
Candida parapsilosis,New Zealand,Unknown,Blood culture,2017,Caspofungin,Susceptible
Candida parapsilosis,New Zealand,Unknown,Blood culture,2017,Voriconazole,Susceptible
Candida parapsilosis,New Zealand,Unknown,Blood culture,2017,Fluconazole,Susceptible
Candida parapsilosis,USA,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Surgery,Blood culture,2018,Voriconazole,Resistant
Candida albicans,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Internal Medicine,Tissue,2018,Voriconazole,Susceptible
Candida glabrata,Ireland,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida tropicalis,Mexico,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,Mexico,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Mexico,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Susceptible
Candida tropicalis,Mexico,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,Mexico,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,Mexico,Internal Medicine,Peritoneal fluid,2018,Fluconazole,Susceptible
Candida glabrata,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,Germany,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Germany,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,Germany,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Germany,Surgery,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Germany,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Internal Medicine,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida albicans,Germany,Internal Medicine,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida albicans,Germany,Intensive Care Unit,Intravenous/IV Line,2018,Fluconazole,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Germany,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Tissue,2018,Caspofungin,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Tissue,2018,Voriconazole,Susceptible
Candida parapsilosis,Germany,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Germany,Surgery,Blood culture,2018,Caspofungin,Susceptible
Aspergillus fumigatus,Germany,Intensive Care Unit,Bronchoalveolar lavage/wash,2018,Voriconazole,Intermediate
Aspergillus fumigatus,Germany,"Ear, Nose, Throat","Ears,nose,throat",2018,Voriconazole,Susceptible
Candida albicans,USA,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bone/Joint culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Bone/Joint culture,2018,Micafungin,Susceptible
Candida krusei,USA,Surgery,Other,2018,Caspofungin,Susceptible
Candida krusei,USA,Surgery,Other,2018,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Tissue,2018,Fluconazole,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida parapsilosis,USA,Surgery,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Surgery,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Surgery,Other,2018,Fluconazole,Susceptible
Candida parapsilosis,USA,Cardiothoracic/Pulmonary,Tissue,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Cardiothoracic/Pulmonary,Tissue,2018,Micafungin,Susceptible
Candida glabrata,USA,Internal Medicine,Plueral fluid,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Internal Medicine,Plueral fluid,2018,Fluconazole,Intermediate
Candida glabrata,USA,Internal Medicine,Plueral fluid,2018,Micafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Invasive pulmonary,2018,Caspofungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Invasive pulmonary,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Surgery,Tissue,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Surgery,Tissue,2018,Voriconazole,Susceptible
Candida tropicalis,USA,Neurology,Wound/Drainage/Ulcer,2018,Fluconazole,Susceptible
Candida albicans,USA,Neurology,Wound/Drainage/Ulcer,2018,Anidulafungin,Susceptible
Candida albicans,USA,Neurology,Wound/Drainage/Ulcer,2018,Micafungin,Susceptible
Candida albicans,USA,Burn,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida albicans,USA,Burn,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Plueral fluid,2018,Anidulafungin,Susceptible
Candida albicans,USA,Surgery,Plueral fluid,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Surgery,Aspirate,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Surgery,Aspirate,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Micafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Micafungin,Susceptible
Aspergillus fumigatus,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Aspergillus fumigatus,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Micafungin,Susceptible
Aspergillus fumigatus,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Micafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2018,Voriconazole,Susceptible
Candida tropicalis,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,USA,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Pediatrics/Neonate,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Pediatrics/Neonate,Blood culture,2018,Voriconazole,Susceptible
Candida tropicalis,USA,Hematology/Oncology,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Pediatrics/Neonate,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Pediatrics/Neonate,Blood culture,2018,Micafungin,Susceptible
Candida tropicalis,USA,Surgery,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,USA,Surgery,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Orthopedics,Blood culture,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,USA,Internal Medicine,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,USA,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Aspergillus fumigatus,USA,Transplant,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Internal Medicine,Tracheal aspirate,2018,Voriconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,Aspirate,2018,Anidulafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,Aspirate,2018,Micafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Aspirate,2018,Fluconazole,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Anidulafungin,Intermediate
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Abscess (pus),2018,Anidulafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Abscess (pus),2018,Micafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Caspofungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Voriconazole,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Fluconazole,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Wound/Drainage/Ulcer,2018,Micafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Fluconazole,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida parapsilosis,USA,Ambulatory/Outpatient,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Caspofungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Voriconazole,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Anidulafungin,Susceptible
Candida albicans,USA,Ambulatory/Outpatient,Other,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Infectious Disease,Blood culture,2018,Caspofungin,Susceptible
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Slovenia,General/GI,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Caspofungin,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Fluconazole,Resistant
Candida albicans,Slovenia,Surgery,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Surgery,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,General/GI,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,General/GI,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Slovenia,Intensive Care Unit,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,Slovenia,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Pediatrics/Neonate,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Pediatrics/Neonate,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Slovenia,Infectious Disease,Blood culture,2018,Fluconazole,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Slovenia,Intensive Care Unit,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,Slovenia,Hematology/Oncology,Blood culture,2018,Caspofungin,Susceptible
Candida parapsilosis,Slovenia,Intensive Care Unit,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Slovenia,Pediatrics/Neonate,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Slovenia,Pediatrics/Neonate,Blood culture,2018,Micafungin,Susceptible
Aspergillus fumigatus,USA,Burn,Tissue,2018,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Tissue,2018,Fluconazole,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Urology/Prostate,Tissue,2018,Caspofungin,Susceptible
Candida albicans,USA,Urology/Prostate,Tissue,2018,Voriconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida glabrata,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Surgery,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,USA,Intensive Care Unit,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,USA,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Germany,Surgery,Other,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Surgery,Other,2018,Micafungin,Susceptible
Candida glabrata,Germany,Surgery,Other,2018,Caspofungin,Susceptible
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Fluconazole,Intermediate
Candida glabrata,Germany,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Neurology,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Germany,Neurology,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Germany,Hematology/Oncology,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Germany,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Germany,Hematology/Oncology,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Germany,Hematology/Oncology,Blood culture,2018,Micafungin,Susceptible
Aspergillus fumigatus,Germany,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Voriconazole,Susceptible
Candida albicans,Spain,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,USA,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida glabrata,Hungary,Cardiothoracic/Pulmonary,Intravenous/IV Line,2018,Caspofungin,Susceptible
Candida glabrata,Hungary,Trauma,Intravenous/IV Line,2018,Anidulafungin,Susceptible
Candida glabrata,Hungary,Trauma,Intravenous/IV Line,2018,Fluconazole,Intermediate
Candida glabrata,Hungary,Trauma,Intravenous/IV Line,2018,Micafungin,Susceptible
Candida glabrata,Hungary,Surgery,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Hungary,Surgery,Blood culture,2018,Anidulafungin,Susceptible
Candida tropicalis,Hungary,Surgery,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Hungary,Surgery,Aspirate,2018,Caspofungin,Susceptible
Candida albicans,Hungary,Surgery,Aspirate,2018,Voriconazole,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2018,Micafungin,Susceptible
Candida tropicalis,Hungary,General/GI,Aspirate,2018,Caspofungin,Susceptible
Candida tropicalis,Hungary,General/GI,Aspirate,2018,Voriconazole,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Hungary,General/GI,Peritoneal fluid,2018,Caspofungin,Susceptible
Candida albicans,Hungary,General/GI,Peritoneal fluid,2018,Voriconazole,Susceptible
Candida albicans,Hungary,General/GI,GI tract/bowel,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,General/GI,GI tract/bowel,2018,Micafungin,Susceptible
Candida albicans,Hungary,Hematology/Oncology,Lower Respiratory Tract,2018,Caspofungin,Susceptible
Candida albicans,Hungary,Hematology/Oncology,Lower Respiratory Tract,2018,Voriconazole,Susceptible
Candida albicans,Hungary,General/GI,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,General/GI,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Caspofungin,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Voriconazole,Susceptible
Candida albicans,Hungary,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida tropicalis,Hungary,Internal Medicine,Blood culture,2018,Caspofungin,Susceptible
Candida tropicalis,Hungary,Internal Medicine,Blood culture,2018,Voriconazole,Susceptible
Candida parapsilosis,Hungary,Internal Medicine,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Hungary,Surgery,Abscess (pus),2018,Fluconazole,Susceptible
Candida glabrata,Hungary,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida glabrata,Hungary,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Fluconazole,Intermediate
Candida glabrata,Hungary,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida parapsilosis,Hungary,Pediatrics/Neonate,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Bronchoalveolar lavage/wash,2018,Micafungin,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Hungary,Emergency,Blood culture,2018,Anidulafungin,Susceptible
Candida albicans,Hungary,Emergency,Blood culture,2018,Micafungin,Susceptible
Candida albicans,Hungary,Trauma,Wound/Drainage/Ulcer,2018,Caspofungin,Susceptible
Candida albicans,Hungary,Trauma,Wound/Drainage/Ulcer,2018,Voriconazole,Susceptible
Candida albicans,Hungary,Psychiatry,Blood culture,2018,Fluconazole,Susceptible
Candida albicans,Hungary,Cardiothoracic/Pulmonary,Blood culture,2018,Anidulafungin,Susceptible
